gtin,title_kk,brand,ingredients,company_id,certificate_status,notes,off_query
8711327608887,Magnum Glace Bâtonnet Amande 6x100ml,Magnum,"LAIT écrémé réhydraté, sucre, eau, beurre de cacao¹, huile de coco, LAIT en poudre écrémé, AMANDES, sirop de glucose, BEURRE concentré, sirop de glucose-fructose, pâte de cacao¹, LACTOSE et protéines de LAIT, émulsifiants (E471 (d'origine v",15893,active,open_food_facts,
8711327577611,Magnum Glace Bâtonnet Deluxe Caramel 4x85ml,Magnum,"LAIT écrémé réhydraté, sucre, huile de coco, sirop de glucose-fructose, eau, pâte de cacao¹, sirop de glucose, BEURRE concentré, beurre de cacao¹, LAIT en poudre entier, LACTOSE et protéines de LAIT, LAIT en poudre écrémé, cacao maigre en p",15893,active,open_food_facts,
8711327621170,Magnum CAW 8x 100ml,Magnum,"LAIT écrémé réhydraté, sucre, eau, beurre de cacao¹, huile de coco, LAIT en poudre écrémé, sirop de glucose, BEURRE concentré, sirop de glucose-fructose, LAIT en poudre entier, LACTOSE et protéines de LAIT, émulsifiants (E471 (d'origine vég",15893,active,open_food_facts,
8711327612376,Magnum Ice Cream Lolly 110 ML,Magnum,"LAIT écrémé réhydraté, sucre, eau, beurre de cacao¹, pâte de cacao¹, huile de coco, sirop de glucose, sirop de glucose-fructose, LAIT entier en poudre, LACTOSE et protéines de LAIT, BEURRE concentré, émulsifiants (E471 (d'origine végétale),",15893,active,open_food_facts,
8711327532353,Magnum Glace Bâtonnet Classic 6x100ml,Magnum,"LAIT écrémé réhydraté, sucre, eau, beurre de cacao¹, pâte de cacao¹, huile de coco, sirop de glucose, sirop de glucose-fructose, LAIT en poudre entier, LACTOSE et protéines de LAIT, BEURRE concentré, émulsifiants (E471 (d'origine végétale),",15893,active,open_food_facts,
8711327606083,Chocolat blanc,Magnum,"LAIT écrémé réhydraté, sucre, eau, beurre de cacao¹, huile de coco, LAIT en poudre écrémé, sirop de glucose, BEURRE concentré, sirop de glucose-fructose, LAIT en poudre entier, LACTOSE et protéines de LAIT, émulsifiants (E471 (d'origine vég",15893,active,open_food_facts,
8711327608151,Chocolat Blanc & Fraise,Magnum,"LAIT écrémé réhydraté, sucre, purée de fraise (11%), beurre de cacao¹, eau, LAIT en poudre écrémé, huile de coco, sirop de glucose, LAIT écrémé en poudre ou concentré, BEURRE concentré, fructose, LAIT en poudre entier, sirop de glucose-fruc",15893,active,open_food_facts,
8711327681507,4 Cônes Noisette et Chocolat,Magnum,"LAIT écrémé réhydraté, sucre, sirop de glucose, eau, farine de BLÉ, huile de coco, beurre de cacao (4 LAIT en poudre écrémé, cacao maigre en poudre (2,5%), pâte de NOISETTE (2%), fructose, huile de tournesol, BEURRE concentré, p de cacao (1",15893,active,open_food_facts,
8711327391473,Magnum Glace Bâtonnet Caramel Salé & Amandes Caramélisées 3x90ml,Magnum,"LAIT écrémé réhydraté, sucre, eau, beurre de cacao¹, sirop de glucose, pâte de cacao¹, huile de coco, sirop de sucre caramélisé (4,5%), sirop de fructose, LAIT en poudre entier, AMANDES (2,5%), LACTOSE et protéines de LAIT, BEURRE concentré",15893,active,open_food_facts,
8683130003785,Magnum Double Chocolat,Magnum,"Milk Chocolate Ice Milk (49%) with Cocoa Sauce (25%) Coated with Milk Chocolate (26%).

Ingredients:

Milk Chocolate Ice Milk (49%): water, sugar, butter (milk product, cow), skimmed milk powder (cow), glucose-fructose syrup, milk chocolate",15893,active,open_food_facts,
8711327582899,"Double Starchaser Chocolate, Caramel parfum popcorn",Magnum,"LAIT écrémé réhydraté, sucre, sirop de glucose, pâte de cacao¹, sirop de glucose-fructose, BEURRE concentré, beurre de cacao¹, sirop de fructose, CRÈME, LAIT en poudre entier, huile de coco, LACTOSE et protéines de LAIT, LAIT en poudre écré",15893,active,open_food_facts,
8711327663963,Utopia Double Cherry,Magnum,"odtłuszczone MLEKO
​Cukier
​Syrop glukozowo-fruktozowy
​Mączka kakaowa
​Sok wisniowy z soku zageszczonego (4,5%)
​Tłuszcz kakaowy
​Syrop glukozowy
​Przecier wiśniowy (3%)
​Olej kokosowy
​Przecier z czarnej porzeczki (2,5%)
​Pełne",15893,active,open_food_facts,
8711327582844,"Double Sunlover Chocolate blanc, mangue, parfum noix de coco",Magnum,"LAIT écrémé réhydraté, sucre, beurre de cacao¹, sirop de glucose-fructose, LAIT écrémé en poudre ou concentré, LAIT en poudre écrémé, sirop de glucose, purée de mangue (4%), BEURRE concentré, sucre inverti, LAIT en poudre entier, noix de co",15893,active,open_food_facts,
8711327622212,Magnum Glace Bâtonnet Mini Citron Euphoria 6x55ml,Magnum,"LAIT écrémé réhydraté, sucre, beurre de cacao [1], eau, sirop de glucose, LAIT en poudre écrémé, purée de framboise 5.27%, jus de citron à base de jus concentré 4.01%, huile de coco, BEURRE concentré, jus de framboise à base de jus concentr",15893,active,open_food_facts,
8717163691496,Chocolat blanc & cookies,Magnum,"Lait écrémé réhydraté, sucre, beurre de cacao, sirop de glucose, eau, lait en poudre écrémé, crème 4,5%, huile de coco, beurre concentré, fructose, lait en poudre entier, lactose et protéines de lait, cacao maigre en poudre, farine de tapio",15893,active,open_food_facts,
8711327664500,Vegan Almond,Magnum,"Wasser, Zucker, Kakaobutter', Kakaomasse, Kokosfett, MANDELN, Glukosesirup, Glukose-Fruktose-Sirup, SOJAEIWEISS (0,5%), Emulgatoren (E471, Lecithine (mit SOJA)), Stabilisatoren (Johannisbrotkernmehl, Guarkernmehl), natürliche Vanillearomen,",15893,active,open_food_facts,
8711327578346,Mini double chocolate,Magnum,"LAIT écrémé réhydraté, sucre, pâte de cacao¹(7,5%), huile de coco, sirop de glucose-fructose, beurre de cacao¹ (4,5%), LAIT en poudre entier, cacao maigre en poudre¹ (3,5%), BEURRE concentré, LAIT écrémé en poudre ou concentré, émulsifiants",15893,active,open_food_facts,
8711327622708,Magnum Wonder Golden Toffee,Magnum,"LAIT écrémé réhydraté, sucre, beurre de cacao¹, eau, LAIT en poudre écrémé, sirop de glucose, BEURRE concentré, huile de coco, CRÈME (3,5%), AMANDES, fructose, purée de datte (1,5%), LACTOSE et protéines de LAIT, sirop de sucre caramélisé,",15893,active,open_food_facts,
8711327624919,After Dinner,Magnum,"Entrahmte MILCH, Zucker, Kakaobutter', Kakaomasse', Kokosfett, eingedickte entrahmte MILCH, VOLLMILCHPULVER, Glukosesirup, BUTTERFETT, MOLKENERZEUGNIS, Emulgatoren (E471, Lecithine), Stabilisatoren (E410, E407), vermahlene Vanilleschoten, n",15893,active,open_food_facts,
8711327575084,MINT,Magnum,,15893,active,open_food_facts,
8711327485082,Magnum Glace Bâtonnet Mini Double Gold Caramel Billionaire 6x55ml,Magnum,"LAIT écrémé réhydraté, sucre, beurre de cacao¹, LAIT en poudre écrémé, sirop de glucose, BEURRE concentré, sirop de glucose-fructose, huile de coco, fructose, amidon, LAIT écrémé en poudre ou concentré, LACTOSE et protéines de LAIT, sirop d",15893,active,open_food_facts,
8714100289989,Magnum Crème Glacée en Pot Amande 440ml,Magnum,"LAIT écrémé réhydraté, sucre, CRÈME (18%), sirop de glucose-fructose, beurre de cacao¹, AMANDES, LAIT en poudre écrémé, BEURRE concentré, LAIT écrémé en poudre ou concentré, pâte de cacao¹, sirop de glucose, émulsifiants (E471 (d'origine vé",15893,active,open_food_facts,
8711327609460,"Magnum Glace Bâtonnet Mini Classic, Amande & Chocolat Blanc 10x55ml",Magnum,"LAIT écrémé réhydraté, sucre, eau, beurre de cacao¹, pâte de cacao¹, huile de coco, sirop de glucose, LAIT entier en poudre, sirop de glucose-fructose, LACTOSE et protéines de LAIT, BEURRE concentré, émulsifiants (E471 (d'origine végétale),",15893,active,open_food_facts,
8711327678804,Utopia Double Cherry,Magnum,"LAIT écrémé réhydraté, sucre, sirop de glucose-fructose, pâte de cacao', jus de cerise à base de concentré (4,5%), huile de coco, sirop de glucose, purée de cerise (3%), LAIT en poudre entier, beurre de cacao', purée de cassis (2,5%), BEURR",15893,active,open_food_facts,
8711327574997,Magnum,Magnum,"reconstituted skimmed milk, sugar, water, cocoa butter¹, cocoa mass¹, coconut fat, glucose-fructose syrup, glucose syrup, whole milk powder, whey solids (milk), butter oil (milk), emulsifiers [e471, lecithins (contains soy), e476], exhauste",15893,active,open_food_facts,
8711327480430,Becher Double Gold Caramel Billionaire,Magnum,"LAIT écrémé réhydraté, CRÈME (17%), sucre, LAIT écrémé en poudre ou concentré, sirop de glucose-fructose, sirop de glucose, beurre de cacao¹, BEURRE concentré, BEURRE, LACTOSE et protéines de LAIT, sucre caramélisé, farine de BLÉ, émulsifia",15893,active,open_food_facts,
8711327539259,Almond remix,Magnum,"Reconstituted skimmed MILK, sugar, cocoa butter', skimmed MILK powder, water, glucose syrup, cream (MILK) (4%), butter oil (MILK), coconut fat, ALMONDS, whole MILK powder, fructose, whey solids (MILK), cocoa mass, emulsifiers (E471, sunflow",15893,active,open_food_facts,
8711327609716,White Chocolate Almond,Magnum,"LAIT écrémé réhydraté, sucre, beurre de cacao¹, eau, LAIT en poudre écrémé, huile de coco, sirop de glucose, BEURRE concentré, LAIT en poudre entier, sirop de glucose-fructose, LACTOSE et protéines de LAIT, émulsifiants (E471 (d'origine vég",15893,active,open_food_facts,
8711327613685,Magnum Glace Bâtonnet Mini Chocolat Blanc & Cookies 6x55ml,Magnum,"LAIT écrémé réhydraté, sucre, beurre de cacao¹, eau, sirop de glucose, pâte de cacao¹, CRÈME (4%), huile de coco, LAIT en poudre entier, fructose, LACTOSE et protéines de LAIT, cacao maigre en poudre¹, BEURRE concentré, farine de riz, farin",15893,active,open_food_facts,
